"","p_val","log2FoldChange","pct.1","pct.2","padj"
"CHMP3",0.870088781444687,0.121595843123683,0.207,0.15,1
"SS18L2",0.871396395736334,0.125254286473263,0.18,0.094,1
"ABT1",0.87244994109423,0.120367994765957,0.14,0.099,1
"ZMAT2",0.873522248405797,0.152996046248686,0.184,0.118,1
"EPSTI1",0.874818229665782,0.163029146899955,0.167,0.068,1
"C11orf58",0.874857218901323,0.116264679564033,0.449,0.362,1
"RGCC",0.875021516925676,0.114481735728222,0.404,0.346,1
"C14orf166",0.876476685522592,0.118600172679007,0.364,0.278,1
"REEP5",0.876485528856029,0.143936465904362,0.236,0.108,1
"STOM",0.877666206211625,0.12245673849391,0.121,0.038,1
"GPX1",0.877674456292847,0.111600483784671,0.328,0.244,1
"PSMC3",0.878698952195756,0.126711466999149,0.205,0.113,1
"TMED4",0.879001178602261,0.126789159289943,0.222,0.125,1
"EHD1",0.879319165020444,0.127868097276708,0.17,0.077,1
"FLNA",0.879509107823536,0.123272511792937,0.175,0.104,1
"SF3B14",0.879519387880124,0.124227520218848,0.241,0.166,1
"TAPBP",0.884158403126674,0.132828075771284,0.285,0.186,1
"FKBP11",0.884795341982918,0.124522730128535,0.226,0.137,1
"FNBP1",0.885256713156995,0.123965044999187,0.274,0.2,1
"PLEKHJ1",0.885548475915103,0.126203099445395,0.187,0.099,1
"TUBB4B",0.885679005903043,0.159938737305126,0.18,0.078,1
"ARRB2",0.886200630082393,0.126864772694861,0.21,0.135,1
"GPBP1",0.888408668897083,0.126163995293581,0.199,0.13,1
"GLIPR1",0.889282919722943,0.156103074085946,0.178,0.087,1
"ORMDL1",0.889316121197578,0.120577005275687,0.224,0.172,1
"EBP",0.892954830719931,0.128536372610616,0.158,0.072,1
"ORAI1",0.89428015171001,0.166431103691448,0.13,0.065,1
"RAB10",0.894781880331532,0.129210739267125,0.163,0.065,1
"TXNL1",0.895251283941594,0.146774832093227,0.202,0.133,1
"ANAPC16",0.895270914752974,0.127916495515743,0.556,0.503,1
"CAST",0.895490628358396,0.127646678203764,0.165,0.073,1
"HNRNPDL",0.8957754887925,0.150898754033694,0.677,0.599,1
"MSN",0.895880552620394,0.123856980845837,0.261,0.188,1
"PPP2CA",0.896211359624645,0.129344439158257,0.19,0.104,1
"HPRT1",0.896923060830626,0.159672912401252,0.131,0.082,1
"POLR2L",0.897069888049083,0.131132090465901,0.357,0.254,1
"ARPC5L",0.898598950969957,0.130030674565868,0.207,0.118,1
"KLF2",0.899027079594105,0.158123351092544,0.692,0.602,1
"TCEAL8",0.900077289498434,0.130030674565868,0.204,0.121,1
"NDUFS6",0.900582685387311,0.146355573645159,0.224,0.138,1
"BTG2",0.901316575932224,0.124028587250332,0.473,0.418,1
"SSR3",0.902450175696189,0.154315326689295,0.192,0.102,1
"PMAIP1",0.904184818243282,0.16467733199875,0.121,0.058,1
"PRNP",0.906127966170029,0.15952273434927,0.175,0.068,1
"HLA-F",0.906339835775151,0.116774230638083,0.362,0.285,1
"MYLIP",0.90726372777228,0.126366312656848,0.271,0.184,1
"SF3B1",0.907640748956894,0.145151878816086,0.192,0.14,1
"COMMD8",0.9078253801986,0.128427764559909,0.141,0.101,1
"SSB",0.908883558049923,0.120072269636114,0.298,0.22,1
"PGAM1",0.909170220866911,0.12942758852933,0.227,0.133,1
"STAT1",0.909243086237633,0.149149672652387,0.192,0.109,1
"HIGD2A",0.911021535606602,0.124386249335074,0.512,0.418,1
"TAF12",0.913530327430967,0.12805573238081,0.16,0.121,1
"FYN",0.913650094146673,0.126864772694861,0.212,0.138,1
"EMC7",0.914542404685301,0.130898191116264,0.21,0.114,1
"PIM1",0.914568881913273,0.119533343287144,0.303,0.203,1
"CCDC104",0.914652075658165,0.129081814976617,0.178,0.082,1
"UGP2",0.914736718033247,0.136088604081676,0.249,0.191,1
"UPP1",0.915737884782226,0.128427764559909,0.18,0.096,1
"C1orf43",0.91593773528379,0.142573933102733,0.258,0.148,1
"PRPF31",0.916388869274864,0.128863156191814,0.131,0.096,1
"NDUFS2",0.917086995129056,0.151090083221822,0.197,0.119,1
"MED10",0.920516815191022,0.132837662453683,0.296,0.213,1
"SVIP",0.920526840303585,0.127347458878075,0.229,0.152,1
"CBX3",0.921161450954087,0.126092098492281,0.271,0.152,1
"CHST12",0.925849472985339,0.134322398954873,0.135,0.044,1
"DPY30",0.926139738432874,0.127071654360689,0.185,0.142,1
"RHOC",0.927334468594664,0.133389656460081,0.121,0.036,1
"UBE2D3",0.927518615958284,0.138286335978069,0.663,0.527,1
"C20orf24",0.929286793797975,0.130959294583041,0.242,0.154,1
"MYADM",0.93023381176194,0.137255746422318,0.205,0.147,1
"ARL4C",0.931397801118281,0.124070422080652,0.279,0.21,1
"LST1",0.932135463402601,0.130704209293326,0.199,0.118,1
"ILF3-AS1",0.932333241132615,0.136923148268459,0.261,0.169,1
"RNF113A",0.933191325279075,0.139273556401988,0.162,0.109,1
"H3F3A",0.933196494979861,0.123616976679526,0.295,0.23,1
"ARL2BP",0.933684750222993,0.128114901663742,0.175,0.123,1
"MEAF6",0.933693745340603,0.122699432588332,0.323,0.249,1
"RPLP1",0.935036311518306,0.270047944328226,0.998,1,1
"FAM49B",0.935751451932598,0.122579578550257,0.263,0.222,1
"SEC61B",0.936895512625974,0.127157606259724,0.338,0.215,1
"ANKRD12",0.93702252272175,0.127165885025858,0.428,0.312,1
"CCNDBP1",0.937724644194926,0.142481093683093,0.229,0.138,1
"LITAF",0.938609397605718,0.127161891621928,0.37,0.297,1
"GIMAP5",0.939994124598736,0.143126948418862,0.455,0.398,1
"TUFM",0.941276786419093,0.1354685197641,0.288,0.159,1
"MYH9",0.94185619382539,0.145733632759581,0.222,0.114,1
"IFI35",0.941910661380152,0.150613573113786,0.145,0.089,1
"CSRNP1",0.942294923824601,0.133578150768231,0.128,0.078,1
"MANF",0.945767423146773,0.134471362293903,0.167,0.084,1
"GNB2L1",0.9459466309613,0.234008010595625,0.997,0.978,1
"ITGB1",0.946081274822086,0.138886236331714,0.125,0.029,1
"LPAR6",0.946468076966608,0.137575809174162,0.136,0.053,1
"LSM1",0.947309509012438,0.148382370935554,0.172,0.099,1
"COPZ1",0.949557489518522,0.1341701590577,0.207,0.125,1
"HLA-DQB1",0.949974415006557,0.164958321200387,0.106,0.024,1
"AURKAIP1",0.952511573191446,0.128633977308636,0.295,0.206,1
"ETS1",0.952590165604009,0.1341701590577,0.168,0.128,1
"FKBP8",0.953375127679821,0.123573125450747,0.335,0.265,1
"CCND3",0.95380989646299,0.105601284057045,0.497,0.428,1
"SNX17",0.954395120987646,0.132654860898374,0.226,0.137,1
"BSG",0.95463361954379,0.135758322155023,0.247,0.157,1
"MAF1",0.956672845153778,0.128937888018569,0.269,0.183,1
"MAP1LC3B",0.957897094950092,0.12909641515818,0.251,0.166,1
"NDUFB2",0.958571616691848,0.123085152206888,0.374,0.28,1
"TMEM173",0.959176664372967,0.1341701590577,0.199,0.126,1
"ATP6V1E1",0.959648754733229,0.145198390359094,0.207,0.114,1
"PHF11",0.960714085672002,0.146884563829854,0.194,0.099,1
"PPP1R2",0.961672163620171,0.124312946183132,0.379,0.3,1
"LSM4",0.962547894596298,0.132243184071375,0.286,0.218,1
"ANXA7",0.962964501885561,0.130438474155384,0.296,0.183,1
"CD4",0.963216658470352,0.140780127979262,0.158,0.055,1
"HNRNPU",0.964465509449674,0.131457729896709,0.286,0.212,1
"CYLD",0.965286231851709,0.141361826259941,0.21,0.116,1
"ATP1B3",0.966201787392051,0.140780127979262,0.141,0.06,1
"TWF2",0.967485696505301,0.134828856420708,0.221,0.118,1
"PSMA3",0.968903609425908,0.143080059120098,0.19,0.118,1
"SYTL1",0.973417198377737,0.139090685880049,0.214,0.133,1
"CASP1",0.973570983193596,0.132869498898802,0.224,0.14,1
"GSTP1",0.975279455125327,0.119866134295909,0.327,0.22,1
"UXT",0.977114184484022,0.134679299262532,0.47,0.451,1
"SEC11A",0.977129414551781,0.126634399662288,0.286,0.201,1
"TPM4",0.977721420851804,0.152443045504841,0.15,0.049,1
"TUBB",0.97994412902564,0.125089498850086,0.352,0.273,1
"LINC00152",0.980404727586082,0.156484317155028,0.103,0.026,1
"EIF4G2",0.983049875193557,0.120918957171312,0.367,0.282,1
"STOML2",0.984361520945071,0.139967563701416,0.138,0.101,1
"CXCR3",0.985943672225948,0.148488235443014,0.106,0.022,1
"AP3S1",0.986285646050383,0.147617833180706,0.18,0.092,1
"CSDE1",0.986325336948955,0.122681860604204,0.352,0.295,1
"PCNP",0.987942086138526,0.133517063625871,0.343,0.266,1
"TMED9",0.98842414281621,0.127087592572325,0.311,0.179,1
"CD3G",0.989061732759149,0.122673995484139,0.396,0.34,1
"BATF",0.989762766846404,0.15167391850485,0.148,0.043,1
"ADRM1",0.99032475116368,0.14184828032223,0.19,0.094,1
"CDK2AP2",0.991160041112266,0.146298802683895,0.172,0.073,1
"ATP5J",0.991183361614793,0.12547127225169,0.335,0.242,1
"CANX",0.991955560571939,0.148110283332416,0.165,0.082,1
"CDKN1B",0.991978960909382,0.14055511713721,0.197,0.109,1
"RGS2",0.992172648475288,0.140667668580092,0.168,0.099,1
"MDH1",0.99297869097481,0.130613474015525,0.283,0.195,1
"VASP",0.993125572877479,0.135629104697579,0.197,0.143,1
"C4orf3",0.993653427426265,0.121540758716913,0.426,0.363,1
"NDUFV2",0.994482936790766,0.127094677335102,0.328,0.249,1
"RPS19BP1",0.995302318754583,0.134915433232237,0.263,0.176,1
"EZR",0.995642483512504,0.137607153235259,0.212,0.126,1
"SARS",0.996484030222498,0.137903518337157,0.163,0.114,1
"LMAN2",0.997650298833492,0.123248541250853,0.283,0.172,1
"RHOF",0.998140670231911,0.136665412928257,0.242,0.133,1
"RER1",NA,0.235519402980546,0.236,0.126,NA
"SDHB",NA,0.172026279081002,0.21,0.137,NA
"HDAC1",NA,0.0704558682618123,0.197,0.147,NA
"SMIM12",NA,0.13946676920147,0.114,0.078,NA
"TRAPPC3",NA,0.000475486858027119,0.175,0.128,NA
"CAP1",NA,0.155131348650044,0.416,0.297,NA
"SH3GLB1",NA,0.245007738366501,0.136,0.068,NA
"GBP1",NA,0.200243520395209,0.153,0.08,NA
"RGS1",NA,0.326613374755522,0.165,0.073,NA
"SRP9",NA,0.0796473375493816,0.424,0.323,NA
"PARP1",NA,0.245763950963265,0.15,0.063,NA
"VAMP5",NA,0.242756339370689,0.226,0.126,NA
"EIF5B",NA,0.173621030201304,0.194,0.125,NA
"UBXN4",NA,0.185837084044625,0.217,0.174,NA
"PPIG",NA,0.114828250427064,0.195,0.159,NA
"MFF",NA,0.187482190624494,0.15,0.101,NA
"PASK",NA,0.211025516970419,0.15,0.104,NA
"ARPC4",NA,0.0419152445979427,0.32,0.235,NA
"CD47",NA,0.20788928944994,0.311,0.169,NA
"TIGIT",NA,0.0441772026993623,0.101,0.029,NA
"RNF7",NA,0.213054825968392,0.259,0.174,NA
"SLBP",NA,0.170540617001425,0.148,0.089,NA
"LYAR",NA,0.0430883390525879,0.195,0.131,NA
"MED28",NA,0.120457530301723,0.16,0.145,NA
"PPA2",NA,0.0786471974504876,0.106,0.084,NA
"NSA2",NA,0.205546584005409,0.264,0.251,NA
"C5orf56",NA,0.207461603689576,0.135,0.056,NA
"TTC1",NA,0.00134672338446276,0.16,0.096,NA
"NOL7",NA,0.150145216022163,0.268,0.2,NA
"SF3B5",NA,0.275357847002831,0.396,0.299,NA
"DYNLT1",NA,0.170018284883008,0.138,0.099,NA
"MRPS33",NA,0.179887347529257,0.123,0.118,NA
"ZYX",NA,0.151624383627706,0.118,0.078,NA
"ITM2A",NA,0.0901581008578789,0.269,0.162,NA
"BEX4",NA,0.0253978747125172,0.131,0.159,NA
"RAB2A",NA,0.276457657775141,0.185,0.121,NA
"DERL1",NA,0.16275731590319,0.101,0.07,NA
"VPS28",NA,0.102941830454175,0.407,0.28,NA
"DNAJA1",NA,0.226099934280778,0.318,0.232,NA
"GALT",NA,0.130831830598278,0.114,0.07,NA
"PPP6C",NA,0.208268860965463,0.177,0.09,NA
"SURF1",NA,0.0309955635069862,0.202,0.176,NA
"PRDX3",NA,0.329501958446358,0.136,0.073,NA
"GLRX3",NA,0.206026910178793,0.16,0.092,NA
"NAP1L4",NA,0.132440827066532,0.2,0.16,NA
"RIC3",NA,0.0740615594984957,0.136,0.16,NA
"FNBP4",NA,0.161146410777035,0.103,0.058,NA
"MRPL21",NA,0.064902246724603,0.135,0.147,NA
"LAMTOR1",NA,0.055539188862201,0.285,0.21,NA
"CWC15",NA,0.171750313971333,0.2,0.148,NA
"WNK1",NA,0.0235064555133683,0.131,0.053,NA
"ITGB7",NA,0.201588058418968,0.207,0.119,NA
"IL23A",NA,0.00203536811921132,0.108,0.056,NA
"GIT2",NA,0.145861342828854,0.133,0.092,NA
"OAS1",NA,0.224413803639591,0.16,0.078,NA
"MTIF3",NA,0.186736178837629,0.133,0.072,NA
"FAM96A",NA,0.12809018401437,0.103,0.072,NA
"NDUFB10",NA,0.0682199789632091,0.355,0.241,NA
"FUS",NA,0.242304438022941,0.323,0.321,NA
"PSMB6",NA,0.0621565923370176,0.285,0.179,NA
"RNF213",NA,0.183862650317121,0.227,0.174,NA
"CCDC124",NA,0.158828827883636,0.106,0.061,NA
"TBCB",NA,0.134738112648906,0.35,0.193,NA
"ADSL",NA,0.113900092149553,0.123,0.101,NA
"SMDT1",NA,0.00768776802968263,0.453,0.374,NA
